State,City,Population,Violent crime,Murder and non-negligent man-slaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1,,,,,,
,Doylestown Township,"17,733",19,0,3,4,12,222,24,188,10,0,,,,,,
,Dunmore,"13,760",16,0,0,2,14,278,19,248,11,3,,,,,,
,East Cocalico Township,"10,238",4,0,1,0,3,179,28,145,6,1,,,,,,
,East Hempfield Township,"22,193",28,0,7,10,11,588,80,477,31,3,,,,,,
,East Lampeter Township,"14,043",25,0,4,16,5,883,97,765,21,3,,,,,,
,East Norriton Township,"13,638",11,0,2,3,6,332,26,283,23,0,,,,,,
,Easton,"26,275",165,0,19,47,99,"1,141",196,800,145,10,,,,,,
,East Pennsboro Township,"19,100",10,0,5,5,0,324,49,268,7,4,,,,,,
,Easttown Township,"10,361",4,0,0,0,4,97,13,84,0,0,,,,,,
,East Whiteland Township,"10,043",13,0,1,3,9,189,24,155,10,0,,,,,,
,Elizabethtown,"11,937",17,0,3,2,12,203,30,169,4,1,,,,,,
,Elizabeth Township,"13,540",24,0,0,6,18,111,18,86,7,4,,,,,,
,Emmaus,"11,280",28,0,5,1,22,301,26,267,8,9,,,,,,
,Ephrata,"13,201",24,0,5,4,15,302,37,247,18,3,,,,,,
,Erie,"101,708",460,1,65,206,188,"3,336",747,"2,470",119,28,,,,,,
,Exeter Township (Berks County),"25,324",24,1,2,5,16,453,65,355,33,1,,,,,,
,Fairview Township (York County),"15,120",29,1,4,4,20,345,54,286,5,4,,,,,,
,Falls Township (Bucks County),"34,784",49,0,3,25,21,"1,015",112,776,127,1,,,,,,
,Ferguson Township,"15,639",2,0,1,0,1,184,24,156,4,0,,,,,,
,Franconia Township,"12,084",11,0,2,0,9,100,10,81,9,1,,,,,,
,Franklin Park,"11,634",3,0,0,1,2,85,16,67,2,0,,,,,,
,Greensburg,"15,576",47,3,4,6,34,496,66,403,27,2,,,,,,
,Hampden Township,"25,200",8,0,3,3,2,343,30,304,9,2,,,,,,
,Hanover,"14,884",43,0,2,17,24,517,60,438,19,2,,,,,,
,Hanover Township (Luzerne County),"11,242",13,0,4,7,2,270,57,199,14,1,,,,,,
,Harrisburg,"48,482",646,11,51,343,241,"2,077",487,"1,457",133,20,,,,,,
,Harrison Township,"10,631",13,1,0,4,8,370,53,306,11,0,,,,,,
,Hatfield Township,"20,097",20,0,0,2,18,328,58,245,25,2,,,,,,
,Haverford Township,"49,316",20,0,3,8,9,595,81,489,25,1,,,,,,
,Hermitage,"16,576",13,1,0,6,6,650,40,591,19,1,,,,,,
,Hilltown Township,"12,370",25,0,1,2,22,212,21,183,8,0,,,,,,
,Horsham Township,"25,170",19,0,2,6,11,312,40,234,38,1,,,,,,
,Indiana,"14,684",79,1,11,5,62,346,45,290,11,1,,,,,,
,Johnstown,"27,578",226,5,5,56,160,966,282,627,57,7,,,,,,
,Kingston,"13,412",81,0,2,15,64,331,56,255,20,2,,,,,,
,Lancaster,"55,534",368,3,31,181,153,"3,092",430,"2,381",281,38,,,,,,
,Lancaster Township (Lancaster County),"14,196",19,0,1,11,7,452,78,337,37,4,,,,,,
,Lansdale,"16,168",28,1,4,9,14,352,51,284,17,7,,,,,,
,Lansdowne,"10,897",72,1,0,13,58,230,58,149,23,0,,,,,,
,Lebanon,"23,973",184,1,16,61,106,"1,019",200,759,60,4,,,,,,
,Lehigh Township (Northampton County),"10,335",18,0,0,0,18,147,29,112,6,0,,,,,,
,Limerick Township,"16,164",6,0,0,2,4,389,91,278,20,1,,,,,,
,Logan Township,"11,914",25,0,4,11,10,292,59,212,21,1,,,,,,
,Lower Allen Township,"17,638",12,0,1,4,7,391,53,332,6,2,,,,,,
,Lower Burrell,"12,572",14,0,1,0,13,162,30,121,11,1,,,,,,
,Lower Gwynedd Township,"11,013",8,0,0,0,8,180,39,137,4,0,,,,,,
,Lower Merion Township,"58,996",51,1,2,41,7,"1,027",157,822,48,4,,,,,,
,Lower Moreland Township,"11,702",27,0,0,1,26,168,36,124,8,1,,,,,,
,Lower Paxton Township,"44,971",103,0,6,49,48,989,161,804,24,3,,,,,,
,Lower Providence Township,"23,784",14,0,1,4,9,335,57,257,21,0,,,,,,
,Lower Salford Township,"13,924",5,0,0,0,5,107,9,95,3,1,,,,,,
,Lower Saucon Township,"10,627",15,0,2,2,11,113,12,94,7,3,,,,,,
,Lower Southampton Township,"19,265",69,0,3,13,53,416,51,335,30,4,,,,,,
,Manheim Township,"35,025",49,0,6,26,17,877,158,675,44,7,,,,,,
,Manor Township (Lancaster County),"17,321",8,0,0,3,5,262,34,220,8,3,,,,,,
,Marple Township,"23,721",29,0,2,10,17,278,38,218,22,0,,,,,,
,McCandless,"28,625",15,0,1,4,10,444,47,387,10,0,,,,,,
,Meadville,"13,454",26,0,2,8,16,375,53,307,15,1,,,,,,
,Middletown Township,"46,243",58,2,0,31,25,"1,469",154,"1,216",99,7,,,,,,
,Mifflin County Regional,"19,409",99,0,8,27,64,721,154,531,36,10,,,,,,
,Millcreek Township (Erie County),"52,770",38,0,2,17,19,856,178,645,33,0,,,,,,
,Monroeville,"28,802",99,2,5,33,59,862,85,667,110,6,,,,,,
,Montgomery Township,"23,583",5,0,0,4,1,523,32,472,19,0,,,,,,
,Moon Township,"22,770",17,0,1,10,6,324,45,257,22,0,,,,,,
,Mount Lebanon,"32,293",60,0,0,4,56,211,29,176,6,1,,,,,,
,Muhlenberg Township,"16,927",27,0,0,16,11,650,57,525,68,5,,,,,,
,Munhall,"11,893",9,1,0,4,4,188,42,116,30,0,,,,,,
,Murrysville,"19,255",3,0,0,2,1,202,35,165,2,0,,,,,,
,Nanticoke,"10,568",32,0,4,10,18,277,44,218,15,2,,,,,,
,Nether Providence Township,"13,409",26,0,0,1,25,146,25,117,4,0,,,,,,
,Newberry Township,"15,014",18,1,6,4,7,285,62,195,28,7,,,,,,
,New Britain Township,"10,761",2,0,0,0,2,87,0,78,9,1,,,,,,
,New Castle,"25,422",206,3,11,68,124,"1,171",411,686,74,13,,,,,,
,New Kensington,"14,326",92,0,5,11,76,465,109,312,44,2,,,,,,
,Newtown Township (Bucks County),"18,810",39,0,3,3,33,196,24,162,10,1,,,,,,
,Newtown Township (Delaware County),"11,786",4,0,0,0,4,131,30,99,2,3,,,,,,
,Norristown,"31,172",349,3,18,177,151,"1,511",344,933,234,11,,,,,,
,Northampton Township,"40,686",12,0,2,3,7,367,59,282,26,3,,,,,,
,Northern Berks Regional,"10,549",16,0,3,1,12,182,23,145,14,1,,,,,,
,Northern York Regional,"53,230",59,1,1,22,35,"1,090",144,898,48,5,,,,,,
,North Fayette Township,"12,889",29,0,0,3,26,199,19,177,3,0,,,,,,
,North Huntingdon Township,"29,129",32,0,1,14,17,426,69,321,36,0,,,,,,
,North Lebanon Township,"10,774",23,0,7,5,11,326,51,258,17,0,,,,,,
,North Strabane Township,"10,995",39,0,2,1,36,289,37,242,10,1,,,,,,
,North Versailles Township,"12,947",64,1,2,14,47,253,30,198,25,1,,,,,,
,Northwest Regional,"15,836",8,0,2,1,5,151,3,143,5,3,,,,,,
,Oil City,"11,169",15,0,3,2,10,235,20,206,9,4,,,,,,
,Patton Township,"12,068",10,0,3,3,4,218,18,195,5,2,,,,,,
,Penn Hills,"46,300",165,4,10,73,78,"1,139",258,747,134,10,,,,,,
,Pennridge Regional,"14,810",12,0,0,2,10,126,21,95,10,2,,,,,,
,Penn Township (Westmoreland County),"19,992",20,0,0,1,19,55,24,28,3,0,,,,,,
,Penn Township (York County),"15,153",8,0,0,2,6,256,32,219,5,1,,,,,,
,Peters Township,"18,842",18,0,1,2,15,238,25,197,16,9,,,,,,
,Philadelphia,"1,484,224","20,902",330,"1,001","9,757","9,814","60,931","10,536","37,808","12,587",,,,,,,
,Phoenixville,"14,788",33,0,6,3,24,395,24,365,6,0,,,,,,
,Pine-Marshall-Bradford Woods,"16,647",11,0,0,3,8,308,21,265,22,0,,,,,,
,Pittsburgh,"334,231","3,739",46,99,"1,602","1,992","15,278","3,045","9,841","2,392",87,,,,,,
,Plains Township,"10,717",54,0,4,7,43,341,33,283,25,0,,,,,,
,Plumstead Township,"11,935",7,0,2,1,4,159,27,112,20,1,,,,,,
,Plymouth Township (Montgomery County),"16,246",46,0,7,23,16,708,59,614,35,4,,,,,,
,Pocono Township,"10,627",18,1,0,9,8,253,37,207,9,1,,,,,,
,Pottstown,"21,865",215,1,28,56,130,"1,243",152,"1,002",89,9,,,,,,
,Radnor Township,"31,188",34,0,0,3,31,448,47,391,10,0,,,,,,
,Reading,"80,570","1,116",14,36,401,665,"4,857","1,384","2,330","1,143",65,,,,,,
,Richland Township (Bucks County),"11,526",21,0,0,5,16,282,19,246,17,2,,,,,,
,Richland Township (Cambria County),"12,537",35,0,1,7,27,293,29,257,7,1,,,,,,
,Ridley Township,"30,526",79,0,0,14,65,395,57,307,31,2,,,,,,
,Robinson Township (Allegheny County),"13,782",33,0,1,9,23,420,42,358,20,1,,,,,,
,Ross Township,"31,920",53,0,1,18,34,964,78,846,40,0,,,,,,
,Salisbury Township,"13,632",47,0,2,0,45,298,39,249,10,0,,,,,,
,Scranton,"74,565",367,3,51,104,209,"2,190",516,"1,471",203,22,,,,,,
,Shaler Township,"29,367",23,1,0,10,12,297,64,212,21,0,,,,,,
,Sharon,"15,787",98,1,7,16,74,570,117,407,46,4,,,,,,
,Silver Spring Township,"11,829",10,0,2,5,3,186,19,163,4,2,,,,,,
,South Fayette Township,"12,942",36,0,1,4,31,99,17,72,10,1,,,,,,
,South Park Township,"14,467",14,0,0,6,8,31,7,21,3,0,,,,,,
,South Whitehall Township,"18,439",90,0,5,8,77,691,45,637,9,2,,,,,,
,Springettsbury Township,"23,961",39,0,3,27,9,974,69,877,28,4,,,,,,
,Springfield Township (Delaware County),"23,380",23,1,3,11,8,696,37,625,34,1,,,,,,
,Springfield Township (Montgomery County),"19,624",9,0,0,3,6,218,30,175,13,0,,,,,,
,Spring Garden Township,"12,033",36,1,2,18,15,382,50,318,14,0,,,,,,
,Spring Township (Berks County),"23,010",16,0,1,6,9,359,43,287,29,2,,,,,,
,State College,"53,476",49,0,6,16,27,955,111,823,21,4,,,,,,
,St. Marys City,"14,229",13,0,1,0,12,276,44,220,12,3,,,,,,
,Stroud Area Regional,"32,858",94,2,14,37,41,978,119,807,52,3,,,,,,
,Sunbury,"10,311",95,0,12,4,79,449,71,352,26,4,,,,,,
,Susquehanna Township (Dauphin County),"22,575",35,0,3,23,9,521,79,422,20,5,,,,,,
,Swatara Township,"22,514",75,0,3,35,37,"1,047",124,856,67,4,,,,,,
,Towamencin Township,"17,875",28,0,6,1,21,226,32,182,12,5,,,,,,
,Tredyffrin Township,"29,086",26,0,1,5,20,387,53,316,18,3,,,,,,
,Uniontown,"12,136",64,0,4,30,30,516,82,382,52,2,,,,,,
,Upper Allen Township,"16,346",5,0,0,3,2,212,51,153,8,1,,,,,,
,Upper Chichester Township,"16,846",83,0,2,21,60,576,62,446,68,4,,,,,,
,Upper Darby Township,"80,822",230,6,8,154,62,"1,713",183,"1,260",270,6,,,,,,
,Upper Dublin Township,"26,687",66,0,1,9,56,335,67,248,20,2,,,,,,
,Upper Gwynedd Township,"14,512",12,0,3,2,7,145,28,111,6,8,,,,,,
,Upper Merion Township,"27,194",33,1,2,9,21,"1,227",99,"1,065",63,3,,,,,,
,Upper Moreland Township,"25,140",27,0,2,3,22,421,76,313,32,4,,,,,,
,Upper Providence Township (Delaware County),"11,223",2,0,0,1,1,49,20,26,3,0,,,,,,
,Upper Providence Township (Montgomery County),"17,067",3,0,0,0,3,258,39,215,4,0,,,,,,
,Upper Saucon Township,"12,831",6,0,0,0,6,119,14,100,5,0,,,,,,
,Upper Southampton Township,"15,725",12,0,0,0,12,188,34,142,12,0,,,,,,
,Upper St. Clair Township,"19,726",1,0,0,1,0,117,9,100,8,0,,,,,,
,Uwchlan Township,"18,050",9,0,0,1,8,269,62,202,5,4,,,,,,
,Warminster Township,"31,696",48,0,3,16,29,630,99,491,40,5,,,,,,
,Warrington Township,"20,516",38,0,4,3,31,256,39,209,8,1,,,,,,
,Warwick Township (Bucks County),"14,277",7,0,0,1,6,110,12,89,9,2,,,,,,
,Warwick Township (Lancaster County),"16,771",5,0,1,1,3,101,15,80,6,0,,,,,,
,Washington (Washington County),"14,907",120,2,16,51,51,909,128,668,113,7,,,,,,
,Washington Township (Franklin County),"11,828",19,1,2,3,13,282,65,197,20,0,,,,,,
,West Chester,"17,781",88,0,12,33,43,568,118,387,63,3,,,,,,
,West Goshen Township,"21,074",36,0,3,5,28,621,46,552,23,3,,,,,,
,West Hempfield Township,"15,634",15,0,0,7,8,304,41,231,32,2,,,,,,
,West Lampeter Township,"14,232",6,0,1,3,2,164,23,138,3,0,,,,,,
,West Manchester Township,"17,414",51,1,1,28,21,757,53,687,17,2,,,,,,
,West Norriton Township,"14,981",43,0,2,2,39,345,35,291,19,4,,,,,,
,Westtown-East Goshen Township,"31,091",28,0,4,2,22,304,45,248,11,0,,,,,,
,West Whiteland Township,"18,008",12,0,1,6,5,614,40,562,12,0,,,,,,
,Whitehall,"14,147",11,0,0,5,6,71,24,44,3,0,,,,,,
,Whitehall Township,"25,384",36,0,2,22,12,"1,480",119,"1,306",55,3,,,,,,
,Whitpain Township,"18,911",17,0,0,4,13,207,35,159,13,1,,,,,,
,Wilkes-Barre,"41,767",166,3,15,90,58,"1,493",267,"1,107",119,18,,,,,,
,Williamsport,"29,970",108,0,5,53,50,"1,330",227,"1,024",79,8,,,,,,
,Willistown Township,"10,461",5,0,0,0,5,93,17,71,5,0,,,,,,
,Wyomissing,"11,116",14,0,1,5,8,523,19,481,23,0,,,,,,
,York,"40,213",375,11,45,225,94,"2,532",549,"1,734",249,13,,,,,,
,York Area Regional,"52,751",92,0,8,15,69,829,181,616,32,3,,,,,,
RHODE ISLAND,Barrington,"16,900",7,0,1,0,6,291,60,219,12,8,,,,,,
,Bristol,"22,864",28,0,2,2,24,446,66,355,25,13,,,,,,
,Burrillville,"16,545",12,0,3,0,9,161,51,96,14,0,,,,,,
,Central Falls,"19,367",107,0,7,32,68,553,153,307,93,11,,,,,,
,Coventry,"35,055",58,0,8,6,44,411,113,258,40,13,,,,,,
,Cranston,"82,018",149,2,17,42,88,"2,200",354,"1,634",212,18,,,,,,
,Cumberland,"33,823",13,0,3,4,6,591,108,448,35,7,,,,,,
,East Greenwich,"13,498",6,0,0,1,5,140,26,112,2,1,,,,,,
,East Providence,"50,113",64,0,5,11,48,883,165,626,92,23,,,,,,
,Glocester,"10,516",4,0,0,1,3,62,22,39,1,1,,,,,,
,Johnston,"29,405",48,2,2,12,32,833,136,613,84,9,,,,,,
,Lincoln,"22,275",20,0,1,2,17,445,56,350,39,4,,,,,,
,Middletown,"17,431",18,0,6,7,5,314,67,243,4,1,,,,,,
,Narragansett,"17,008",12,0,3,1,8,300,59,238,3,6,,,,,,
,Newport,"26,244",147,0,14,19,114,"1,245",289,892,64,20,,,,,,
,North Kingstown,"27,467",41,0,10,0,31,445,77,347,21,11,,,,,,
,North Providence,"33,542",57,0,7,12,38,559,136,364,59,7,,,,,,
,North Smithfield,"11,054",7,0,1,2,4,165,43,110,12,3,,,,,,
,Pawtucket,"74,639",238,1,27,80,130,"2,725",483,"1,842",400,30,,,,,,
,Portsmouth,"17,626",16,0,2,2,12,280,73,194,13,1,,,,,,
,Providence,"177,096","1,082",17,94,412,559,"10,400","1,688","6,412","2,300",,,,,,,
,Scituate,"10,895",7,0,1,1,5,115,35,72,8,1,,,,,,
,Smithfield,"21,475",9,0,2,0,7,270,42,216,12,5,,,,,,
,South Kingstown,"29,190",13,0,2,3,8,342,63,261,18,3,,,,,,
,Tiverton,"15,601",20,0,7,7,6,316,88,211,17,0,,,,,,
,Warren,"11,437",18,0,3,1,14,194,29,156,9,5,,,,,,
,Warwick,"87,727",112,0,20,23,69,"2,659",294,"2,161",204,50,,,,,,
,Westerly,"23,857",25,0,4,2,19,567,67,473,27,6,,,,,,
,West Warwick,"30,121",68,0,13,13,42,589,95,443,51,21,,,,,,
,Woonsocket,"44,839",176,4,34,25,113,"1,159",269,785,105,11,,,,,,
SOUTH CAROLINA,Aiken,"26,781",99,2,5,33,59,"1,330",172,"1,092",66,6,,,,,,
,Anderson,"25,877",223,1,7,31,184,"1,647",266,"1,275",106,4,,,,,,
,Beaufort,"12,528",208,1,4,37,166,780,168,567,45,6,,,,,,
,Cayce,"12,540",134,1,3,21,109,868,131,678,59,1,,,,,,
,Charleston,"102,264","1,046",9,51,244,742,"5,441",928,"4,007",506,10,,,,,,
,Clemson,"12,083",46,1,6,5,34,310,60,221,29,1,,,,,,
,Columbia,"118,798","1,517",18,74,464,961,"9,272","1,703","6,750",819,27,,,,,,
,Conway,"12,692",129,1,8,38,82,"1,308",186,"1,069",53,2,,,,,,
,Easley,"18,706",63,0,6,11,46,"1,006",138,812,56,2,,,,,,
,Florence,"30,639",526,7,15,162,342,"3,664",667,"2,776",221,14,,,,,,
,Forest Acres,"10,470",82,2,2,38,40,828,98,678,52,4,,,,,,
,Gaffney,"13,035",154,2,15,31,106,"1,063",164,848,51,4,,,,,,
,Goose Creek,"30,949",71,0,5,15,51,704,97,563,44,5,,,,,,
,Greenville,"56,613",638,6,34,128,470,"4,191",739,"3,136",316,16,,,,,,
,Greenwood,"22,525",414,0,18,39,357,"1,540",301,"1,189",50,10,,,,,,
,Greer,"19,570",50,0,4,9,37,729,136,523,70,5,,,,,,
,Hanahan,"13,130",65,0,3,14,48,599,110,429,60,4,,,,,,
,Irmo,"11,307",54,1,4,18,31,330,58,259,13,2,,,,,,
,Lexington,"11,890",25,0,2,11,12,580,39,525,16,1,,,,,,
,Mauldin,"17,934",93,0,2,10,81,588,96,447,45,5,,,,,,
,Mount Pleasant,"55,461",152,0,12,21,119,"1,329",190,"1,072",67,2,,,,,,
,Myrtle Beach,"24,994",462,3,42,179,238,"5,529",930,"4,052",547,10,,,,,,
,Newberry,"10,738",82,1,6,9,66,529,46,474,9,1,,,,,,
,North Augusta,"18,639",31,0,1,13,17,766,155,528,83,2,,,,,,
,North Charleston,"82,579","1,286",6,65,408,807,"6,345","1,218","4,346",781,33,,,,,,
,North Myrtle Beach,"12,595",87,0,12,11,64,"1,515",285,"1,153",77,1,,,,,,
,Orangeburg,"12,915",73,3,5,29,36,918,230,614,74,9,,,,,,
,Rock Hill,"56,803",711,4,27,124,556,"2,961",556,"2,186",219,10,,,,,,
,Simpsonville,"14,962",96,1,2,30,63,833,86,711,36,1,,,,,,
,Spartanburg,"39,193",798,6,28,146,618,"3,607",787,"2,495",325,26,,,,,,
,Summerville,"32,124",113,0,13,34,66,"1,259",154,"1,030",75,5,,,,,,
,Sumter,"40,279",726,5,18,105,598,"3,110",947,"1,939",224,13,,,,,,
,West Columbia,"13,079",295,0,8,66,221,974,158,746,70,8,,,,,,
SOUTH DAKOTA,Aberdeen,"24,293",39,0,14,0,25,470,81,365,24,3,,,,,,
,Brookings,"18,623",9,0,1,3,5,322,37,271,14,2,,,,,,
,Pierre,"14,059",37,0,9,0,28,542,45,481,16,4,,,,,,
,Rapid City,"61,400",249,2,76,45,126,"2,665",485,"2,050",130,16,,,,,,
,Sioux Falls,"134,985",417,3,108,43,263,"4,376",916,"3,176",284,32,,,,,,
,Vermillion,"10,157",9,0,4,0,5,219,24,186,9,2,,,,,,
,Watertown,"20,365",46,0,13,1,32,776,147,589,40,0,,,,,,
,Yankton,"13,556",20,1,5,1,13,330,35,288,7,2,,,,,,
TENNESSEE,Athens,"13,763",205,2,9,13,181,993,208,738,47,7,,,,,,
,Bartlett,"42,673",39,0,3,17,19,"1,150",191,890,69,5,,,,,,
,Brentwood,"29,254",23,0,3,4,16,454,77,360,17,1,,,,,,
,Bristol,"25,275",128,1,7,21,99,"1,417",231,"1,115",71,8,,,,,,
,Brownsville,"10,834",169,0,9,9,151,574,186,356,32,2,,,,,,
,Chattanooga,"156,457","2,001",11,124,486,"1,380","14,339","2,604","10,285","1,450",46,,,,,,
,Clarksville,"109,047",770,5,59,144,562,"5,144","1,042","3,907",195,27,,,,,,
,Cleveland,"37,747",378,1,19,44,314,"2,665",584,"1,902",179,6,,,,,,
,Collierville,"35,804",77,0,3,6,68,594,100,447,47,5,,,,,,
,Columbia,"33,643",369,2,11,56,300,"2,132",359,"1,680",93,13,,,,,,
,Cookeville,"27,326",109,1,13,16,79,"1,235",231,922,82,6,,,,,,
,Dickson,"12,817",94,0,15,8,71,670,90,545,35,0,,,,,,
,Dyersburg,"17,476",185,1,13,24,147,"1,298",201,931,166,2,,,,,,
,East Ridge,"20,206",161,0,13,24,124,"1,333",320,875,138,5,,,,,,
,Elizabethton,"14,157",58,1,3,12,42,833,135,666,32,8,,,,,,
,Franklin,"47,000",93,0,7,17,69,930,95,784,51,1,,,,,,
,Gallatin,"25,361",239,1,20,21,197,956,153,749,54,2,,,,,,
,Germantown,"37,900",32,0,3,10,19,721,132,558,31,3,,,,,,
,Goodlettsville,"14,373",86,0,3,24,59,802,141,589,72,3,,,,,,
,Greeneville,"15,358",75,0,7,14,54,"1,119",193,866,60,1,,,,,,
,Hendersonville,"43,463",125,1,10,8,106,929,164,697,68,5,,,,,,
,Jackson,"61,729",770,6,31,187,546,"4,899","1,103","3,377",419,14,,,,,,
,Johnson City,"57,976",336,4,7,59,266,"3,922",615,"3,101",206,21,,,,,,
,Kingsport,"44,679",417,2,39,66,310,"3,524",661,"2,654",209,11,,,,,,
,Knoxville,"175,034","1,643",20,80,520,"1,023","11,383","2,506","7,497","1,380",170,,,,,,
,La Vergne,"23,286",124,1,10,8,105,629,125,455,49,10,,,,,,
,Lawrenceburg,"10,974",228,0,10,11,207,945,204,699,42,8,,,,,,
,Lebanon,"21,623",122,3,2,8,109,959,78,807,74,2,,,,,,
,Lewisburg,"10,806",52,0,5,10,37,405,83,306,16,1,,,,,,
,Martin,"10,341",26,0,4,3,19,320,45,263,12,1,,,,,,
,Maryville,"25,316",50,1,10,8,31,706,119,539,48,4,,,,,,
,McMinnville,"13,113",68,1,12,7,48,577,121,414,42,4,,,,,,
,Memphis,"652,526","10,133",105,444,"3,771","5,813","54,165","14,621","32,205","7,339",233,,,,,,
,Millington,"10,333",84,0,5,16,63,656,149,460,47,3,,,,,,
,Morristown,"25,399",156,1,8,35,112,"1,906",189,"1,572",145,21,,,,,,
,Mount Juliet,"16,662",41,0,8,3,30,509,74,405,30,2,,,,,,
,Murfreesboro,"78,865",538,2,32,105,399,"3,571",599,"2,749",223,5,,,,,,
,Nashville,"555,134","8,606",58,391,"2,125","6,032","36,086","6,829","25,134","4,123",115,,,,,,
,Oak Ridge,"27,615",171,1,12,49,109,"1,875",385,"1,358",132,12,,,,,,
,Red Bank,"12,135",74,0,5,9,60,518,106,380,32,0,,,,,,
,Sevierville,"14,311",73,0,5,8,60,973,164,726,83,4,,,,,,
,Shelbyville,"17,716",91,4,1,21,65,527,121,355,51,6,,,,,,
,Soddy-Daisy,"12,088",47,0,3,3,41,291,70,201,20,2,,,,,,
,Springfield,"15,270",192,7,18,22,145,902,81,762,59,4,,,,,,
,Spring Hill,"12,329",21,0,2,2,17,161,16,137,8,2,,,,,,
,Tullahoma,"18,621",58,0,1,19,38,974,186,729,59,4,,,,,,
,Union City,"10,878",58,1,1,6,50,739,129,591,19,3,,,,,,
TEXAS,Abilene,"116,819",498,6,58,178,256,"5,881","1,694","3,915",272,15,,,,,,
,Addison,"14,119",97,0,14,33,50,"1,102",157,830,115,1,,,,,,
,Alamo,"15,995",77,0,0,27,50,"1,344",106,"1,164",74,3,,,,,,
,Alice,"19,634",138,1,7,5,125,"2,050",461,"1,537",52,9,,,,,,
,Allen,"63,448",59,0,17,10,32,"1,476",329,"1,095",52,4,,,,,,
,Alvin,"22,347",65,1,11,5,48,"1,027",197,778,52,7,,,,,,
,Amarillo,"181,612","1,426",11,75,377,963,"11,509","2,297","8,241",971,53,,,,,,
,Angleton,"18,938",113,0,23,11,79,523,101,388,34,0,,,,,,
,Arlington,"360,970","1,893",14,200,662,"1,017","19,581","3,375","14,680","1,526",70,,,,,,
,Athens,"12,163",54,1,4,13,36,622,143,428,51,3,,,,,,
,Austin,"683,298","3,589",27,303,"1,406","1,853","41,384","6,810","31,938","2,636",116,,,,,,
,Azle,"10,319",34,0,6,0,28,406,82,302,22,1,,,,,,
,Balch Springs,"19,782",153,0,11,21,121,"1,268",225,918,125,3,,,,,,
,Bay City,"18,885",122,3,0,29,90,"1,074",225,818,31,4,,,,,,
,Baytown,"68,381",279,6,31,84,158,"2,912",657,"2,039",216,18,,,,,,
,Beaumont,"114,322","1,060",8,74,334,644,"8,862","1,875","6,469",518,28,,,,,,
,Bedford,"49,388",196,0,17,33,146,"1,912",272,"1,483",157,8,,,,,,
,Beeville,"13,225",43,0,6,1,36,533,136,382,15,5,,,,,,
,Bellaire,"17,175",43,0,1,30,12,460,98,339,23,0,,,,,,
,Belton,"15,133",39,0,3,5,31,446,82,333,31,1,,,,,,
,Benbrook,"21,353",35,2,7,11,15,552,140,377,35,1,,,,,,
,Big Spring,"24,968",73,1,16,11,45,973,390,549,34,12,,,,,,
,Bonham,"10,510",72,0,8,4,60,428,88,320,20,5,,,,,,
,Borger,"13,867",50,0,11,7,32,897,160,695,42,4,,,,,,
,Brenham,"14,234",68,0,6,7,55,479,131,325,23,1,,,,,,
,Brownsville,"158,801",851,1,48,162,640,"8,287","1,208","6,676",403,14,,,,,,
,Brownwood,"19,645",87,2,14,11,60,"1,496",257,"1,183",56,3,,,,,,
,Bryan,"68,912",700,0,49,101,550,"4,320",961,"3,140",219,10,,,,,,
,Burkburnett,"10,912",2,0,0,0,2,256,114,137,5,3,,,,,,
,Burleson,"25,760",42,0,7,13,22,"1,274",230,971,73,5,,,,,,
,Canyon,"13,205",15,0,1,3,11,168,18,147,3,2,,,,,,
,Carrollton,"118,674",246,2,5,77,162,"3,810",844,"2,553",413,28,,,,,,
,Cedar Hill,"39,919",91,2,4,18,67,"1,379",358,891,130,2,,,,,,
,Cedar Park,"42,179",52,0,7,9,36,587,96,467,24,2,,,,,,
,Cleburne,"28,397",141,0,22,22,97,"1,680",334,"1,241",105,4,,,,,,
,Clute,"10,884",62,0,2,10,50,349,82,242,25,0,,,,,,
,College Station,"74,771",197,0,49,21,127,"2,970",469,"2,420",81,0,,,,,,
,Colleyville,"21,748",10,0,0,5,5,355,78,259,18,2,,,,,,
,Conroe,"40,566",356,4,25,94,233,"2,819",492,"2,122",205,1,,,,,,
,Converse,"12,168",12,0,4,2,6,245,51,183,11,0,,,,,,
,Coppell,"39,592",23,1,4,5,13,891,167,642,82,0,,,,,,
,Copperas Cove,"30,492",101,0,20,20,61,"1,060",252,782,26,11,,,,,,
,Corinth,"16,612",7,0,1,1,5,187,28,140,19,0,,,,,,
,Corpus Christi,"283,898","1,996",25,214,531,"1,226","19,940","3,985","14,893","1,062",124,,,,,,
,Corsicana,"25,894",70,4,11,19,36,"1,455",344,"1,036",75,3,,,,,,
,Dallas,"1,228,613","16,165",248,588,"7,466","7,863","94,066","23,126","55,059","15,881","1,141",,,,,,
,Deer Park,"29,328",60,0,6,9,45,643,127,468,48,2,,,,,,
,Del Rio,"35,726",65,1,1,9,54,"1,111",274,779,58,0,,,,,,
,Denison,"23,727",96,2,1,26,67,"1,215",287,868,60,0,,,,,,
,Denton,"95,004",403,6,73,87,237,"3,761",620,"2,930",211,0,,,,,,
,DeSoto,"42,403",153,1,9,39,104,"1,734",527,"1,044",163,11,,,,,,
,Dickinson,"18,147",64,1,11,19,33,493,108,346,39,0,,,,,,
,Donna,"15,823",60,0,1,15,44,"1,327",258,998,71,10,,,,,,
