State,City,Population,Violent crime,Murder and non-negligent man-slaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1,,,,,,
,Bensalem Township,"58,818",146,3,9,49,85,"2,116",268,"1,564",284,8,,,,,,
,Berks-Lehigh Regional,"22,083",11,0,2,2,7,211,34,156,21,2,,,,,,
,Berwick,"10,562",32,0,5,5,22,434,52,369,13,1,,,,,,
,Bethel Park,"33,217",25,0,1,9,15,321,46,257,18,1,,,,,,
,Bethlehem,"71,926",190,1,20,94,75,"1,965",337,"1,460",168,12,,,,,,
,Bethlehem Township,"22,081",25,0,1,5,19,366,28,322,16,0,,,,,,
,Bloomsburg Town,"12,469",18,0,3,3,12,368,56,297,15,0,,,,,,
,Brecknock Township,"11,343",1,0,0,0,1,35,8,22,5,2,,,,,,
,Bristol,"10,056",53,0,2,13,38,390,58,304,28,5,,,,,,
,Buckingham Township,"17,263",7,0,0,1,6,126,10,109,7,0,,,,,,
,Butler,"14,878",194,0,13,26,155,846,205,607,34,1,,,,,,
,Butler Township (Butler County),"17,147",36,0,3,12,21,542,65,463,14,1,,,,,,
,Caln Township,"12,181",58,0,1,12,45,292,27,243,22,1,,,,,,
,Carlisle,"18,080",53,0,13,28,12,500,58,423,19,6,,,,,,
,Center Township,"11,569",28,1,0,3,24,342,29,303,10,2,,,,,,
,Chambersburg,"17,883",251,0,5,13,233,543,87,425,31,4,,,,,,
,Cheltenham Township,"37,027",116,1,8,71,36,"1,060",227,667,166,0,,,,,,
,Chippewa Township,"10,866",7,0,1,3,3,316,44,255,17,3,,,,,,
,Coatesville,"11,142",118,2,4,45,67,395,64,286,45,3,,,,,,
,Colonial Regional,"17,667",48,0,0,2,46,385,39,336,10,0,,,,,,
,Columbia,"10,260",56,0,1,12,43,350,73,233,44,2,,,,,,
,Cranberry Township,"25,581",25,0,2,5,18,366,46,307,13,2,,,,,,
,Darby,"10,211",283,1,12,39,231,437,126,214,97,6,,,,,,
,Derry Township (Dauphin County),"21,566",29,0,3,4,22,552,137,395,20,7,,,,,,
,Doylestown Township,"17,752",14,0,2,4,8,235,22,203,10,1,,,,,,
,Dunmore,"13,788",10,0,0,2,8,252,35,210,7,1,,,,,,
,East Cocalico Township,"10,183",2,0,0,1,1,186,19,156,11,1,,,,,,
,East Hempfield Township,"22,028",21,0,4,7,10,638,112,494,32,0,,,,,,
,East Lampeter Township,"13,923",24,0,3,18,3,821,62,729,30,1,,,,,,
,East Norriton Township,"13,596",7,0,0,3,4,336,22,291,23,5,,,,,,
,Easton,"26,203",158,1,18,54,85,"1,138",226,824,88,12,,,,,,
,East Pennsboro Township,"18,783",19,1,4,8,6,360,71,264,25,2,,,,,,
,Easttown Township,"10,371",6,0,0,2,4,127,40,84,3,0,,,,,,
,Elizabeth Township,"13,678",27,0,0,3,24,118,11,96,11,0,,,,,,
,Emmaus,"11,278",42,0,5,2,35,332,43,284,5,1,,,,,,
,Ephrata,"13,149",25,0,4,2,19,302,63,221,18,1,,,,,,
,Erie,"102,373",447,3,70,191,183,"3,134",725,"2,284",125,33,,,,,,
,Exeter Township (Berks County),"25,033",24,0,3,9,12,488,49,408,31,2,,,,,,
,Fairview Township (York County),"14,725",42,0,1,5,36,353,62,283,8,0,,,,,,
,Falls Township (Bucks County),"34,972",73,1,7,30,35,"1,003",132,748,123,2,,,,,,
,Ferguson Township,"15,282",4,0,1,2,1,171,6,161,4,1,,,,,,
,Franconia Township,"12,044",10,0,1,0,9,75,12,59,4,1,,,,,,
,Franklin Park,"11,554",2,0,0,0,2,70,10,57,3,0,,,,,,
,Greensburg,"15,655",37,1,3,6,27,504,86,391,27,0,,,,,,
,Hampden Township,"24,885",14,0,1,9,4,391,55,323,13,1,,,,,,
,Hampton Township,"17,505",27,0,0,5,22,203,38,157,8,0,,,,,,
,Hanover,"14,748",19,0,3,7,9,560,60,486,14,3,,,,,,
,Hanover Township (Luzerne County),"11,324",14,1,2,5,6,393,56,320,17,2,,,,,,
,Harrisburg,"48,659",687,6,29,375,277,"2,395",543,"1,698",154,26,,,,,,
,Harrison Township,"10,749",12,0,0,8,4,315,29,263,23,0,,,,,,
,Hatfield Township,"17,092",8,0,1,4,3,371,52,305,14,12,,,,,,
,Haverford Township,"48,380",22,0,1,13,8,609,66,506,37,1,,,,,,
,Hazleton,"22,808",31,1,2,13,15,482,102,301,79,0,,,,,,
,Hermitage,"16,402",18,0,1,12,5,583,36,540,7,2,,,,,,
,Hilltown Township,"12,343",37,0,6,1,30,208,19,183,6,1,,,,,,
,Horsham Township,"24,922",11,0,0,3,8,259,43,201,15,1,,,,,,
,Indiana,"14,859",28,0,6,1,21,321,38,272,11,3,,,,,,
,Jeannette,"10,482",37,0,2,5,30,274,37,212,25,3,,,,,,
,Johnstown,"27,870",179,2,25,42,110,"1,113",298,739,76,17,,,,,,
,Lancaster,"55,765",557,8,37,245,267,"3,033",563,"2,152",318,44,,,,,,
,Lancaster Township (Lancaster County),"14,118",26,0,3,12,11,409,77,273,59,7,,,,,,
,Lansdale,"16,169",17,0,6,3,8,359,57,277,25,8,,,,,,
,Lansdowne,"10,943",39,0,2,8,29,256,41,187,28,2,,,,,,
,Lebanon,"24,072",180,2,15,63,100,938,209,653,76,10,,,,,,
,Lehigh Township (Northampton County),"10,113",2,0,0,0,2,122,17,97,8,0,,,,,,
,Limerick Township,"15,580",15,0,1,4,10,245,42,180,23,9,,,,,,
,Logan Township,"11,949",27,1,4,10,12,266,58,201,7,1,,,,,,
,Lower Allen Township,"17,431",24,0,3,13,8,396,53,338,5,1,,,,,,
,Lower Burrell,"12,585",18,0,1,3,14,187,41,141,5,0,,,,,,
,Lower Gwynedd Township,"10,848",12,0,0,0,12,185,25,157,3,0,,,,,,
,Lower Makefield Township,"33,026",15,0,1,2,12,403,80,304,19,0,,,,,,
,Lower Merion Township,"60,141",52,1,1,27,23,"1,027",200,773,54,1,,,,,,
,Lower Moreland Township,"11,556",22,0,0,0,22,189,29,152,8,0,,,,,,
,Lower Paxton Township,"44,951",59,0,6,30,23,"1,042",119,886,37,6,,,,,,
,Lower Pottsgrove Township,"11,713",19,0,1,5,13,219,32,178,9,1,,,,,,
,Lower Providence Township,"23,312",18,0,5,4,9,264,40,217,7,0,,,,,,
,Lower Salford Township,"13,679",8,0,2,1,5,94,9,80,5,0,,,,,,
,Lower Saucon Township,"10,384",7,0,0,0,7,112,8,101,3,0,,,,,,
,Lower Southampton Township,"19,342",29,0,2,9,18,341,28,281,32,0,,,,,,
,Manheim Township,"34,533",47,0,3,19,25,950,181,721,48,3,,,,,,
,Manor Township,"17,088",15,0,2,3,10,308,66,220,22,0,,,,,,
,Marple Township,"23,700",13,0,0,3,10,319,36,257,26,2,,,,,,
,McCandless,"28,843",10,0,1,4,5,353,26,318,9,0,,,,,,
,Meadville,"13,530",24,0,5,11,8,358,48,292,18,1,,,,,,
,Middletown Township,"45,866",48,0,5,22,21,"1,272",145,"1,046",81,13,,,,,,
,Millcreek Township,"52,721",43,2,3,15,23,871,206,630,35,0,,,,,,
,Monroeville,"29,023",114,1,7,30,76,913,96,719,98,3,,,,,,
,Montgomery Township,"23,321",8,0,0,5,3,531,18,502,11,0,,,,,,
,Moon Township,"22,808",11,0,0,9,2,396,58,321,17,0,,,,,,
,Mount Lebanon,"32,668",63,1,0,5,57,274,30,229,15,5,,,,,,
,Muhlenberg Township,"16,636",35,0,1,24,10,694,88,538,68,1,,,,,,
,Munhall,"12,041",12,0,0,6,6,148,34,95,19,0,,,,,,
,Murrysville,"19,089",5,0,0,4,1,204,30,165,9,0,,,,,,
,Nanticoke,"10,686",26,0,5,3,18,335,58,262,15,5,,,,,,
,Nether Providence Township,"13,448",23,0,2,1,20,128,10,114,4,0,,,,,,
,New Britain Township,"10,766",4,0,2,0,2,90,5,83,2,0,,,,,,
,New Kensington,"14,420",82,1,7,14,60,483,113,329,41,4,,,,,,
,Newtown Township (Bucks County),"18,775",21,0,2,0,19,220,28,184,8,1,,,,,,
,Newtown Township (Delaware County),"11,712",5,0,1,2,2,122,20,94,8,0,,,,,,
,Norristown,"31,388",344,4,33,157,150,"1,677",324,"1,161",192,9,,,,,,
,Northampton Township,"40,572",16,0,4,3,9,317,41,264,12,0,,,,,,
,Northern Berks Regional,"10,374",11,0,1,1,9,165,20,135,10,1,,,,,,
,Northern York Regional,"52,013",51,2,6,16,27,"1,120",157,908,55,13,,,,,,
,North Fayette Township,"12,795",24,0,0,1,23,340,33,284,23,0,,,,,,
,North Huntingdon Township,"29,098",21,0,1,9,11,364,64,264,36,2,,,,,,
,North Lebanon Township,"10,680",13,0,1,2,10,380,36,336,8,0,,,,,,
,North Strabane Township,"10,719",29,2,3,1,23,250,24,210,16,1,,,,,,
,North Versailles Township,"10,996",61,0,0,15,46,238,27,195,16,1,,,,,,
,Oil City,"11,280",20,1,4,1,14,314,24,273,17,1,,,,,,
,Patton Township,"11,682",7,0,1,4,2,248,31,212,5,2,,,,,,
,Penn Hills,"46,849",162,5,12,73,72,"1,179",226,780,173,7,,,,,,
,Pennridge Regional,"14,672",13,0,1,0,12,106,9,93,4,2,,,,,,
,Penn Township (York County),"14,793",18,0,0,0,18,225,26,184,15,1,,,,,,
,Peters Township,"18,587",19,1,0,4,14,217,28,181,8,9,,,,,,
,Philadelphia,"1,495,903","20,620",348,"1,004","9,617","9,651","62,454","10,656","37,864","13,934",,,,,,,
,Phoenixville,"14,821",47,0,7,4,36,343,14,320,9,0,,,,,,
,Pine-Marshall-Bradford Woods,"16,259",17,0,1,1,15,323,21,286,16,0,,,,,,
,Pittsburgh,"335,302","3,559",67,136,"1,635","1,721","16,435","3,180","10,610","2,645",97,,,,,,
,Plains Township,"10,763",57,0,4,11,42,320,44,255,21,3,,,,,,
,Plumstead Township,"11,887",9,2,1,2,4,174,14,151,9,2,,,,,,
,Plymouth Township (Montgomery County),"16,134",56,0,3,24,29,779,82,651,46,3,,,,,,
,Pocono Township,"10,291",17,0,2,6,9,285,36,225,24,0,,,,,,
,Pottstown,"21,878",222,1,26,50,145,"1,122",175,853,94,14,,,,,,
,Pottsville,"15,204",43,0,4,6,33,303,43,240,20,4,,,,,,
,Radnor Township,"31,259",28,0,3,11,14,377,53,306,18,2,,,,,,
,Reading,"80,692",946,16,56,434,440,"4,643","1,140","2,458","1,045",55,,,,,,
,Richland Township (Bucks County),"10,903",20,0,2,5,13,251,18,222,11,1,,,,,,
,Ridley Township,"30,602",99,1,2,16,80,500,54,386,60,1,,,,,,
,Robinson Township (Allegheny County),"13,623",16,0,3,4,9,398,38,338,22,1,,,,,,
,Ross Township,"32,311",24,0,0,11,13,904,72,790,42,9,,,,,,
,Rostraver Township,"11,725",9,0,3,3,3,491,39,440,12,1,,,,,,
,Salisbury Township,"13,574",42,0,4,4,34,375,33,327,15,5,,,,,,
,Sandy Township,"11,508",22,0,0,0,22,165,30,123,12,0,,,,,,
,Scranton,"74,896",263,2,37,92,132,"2,260",528,"1,547",185,10,,,,,,
,Shaler Township,"29,605",25,3,2,6,14,351,53,272,26,1,,,,,,
,Sharon,"15,900",83,1,7,13,62,482,105,343,34,3,,,,,,
,Silver Spring Township,"11,442",6,0,2,2,2,198,23,167,8,1,,,,,,
,South Fayette Township,"12,882",32,0,2,0,30,115,15,89,11,0,,,,,,
,South Park Township,"14,177",11,0,1,1,9,71,20,40,11,0,,,,,,
,South Whitehall Township,"18,246",60,0,1,5,54,621,71,534,16,0,,,,,,
,Springettsbury Township,"23,878",43,0,9,19,15,"1,046",58,954,34,3,,,,,,
,Springfield Township (Delaware County),"23,475",32,1,3,15,13,681,46,596,39,2,,,,,,
,Springfield Township (Montgomery County),"19,629",18,0,0,7,11,205,34,156,15,0,,,,,,
,Spring Garden Township,"11,995",23,0,2,8,13,460,49,388,23,2,,,,,,
,Spring Township (Berks County),"22,665",10,0,0,4,6,400,61,299,40,1,,,,,,
,State College,"51,741",48,0,17,8,23,"1,029",108,902,19,4,,,,,,
,St. Marys City,"14,271",31,0,1,0,30,338,66,258,14,2,,,,,,
,Stroud Area Regional,"31,652",57,1,11,21,24,863,90,704,69,1,,,,,,
,Sunbury,"10,381",112,0,7,7,98,458,85,357,16,6,,,,,,
,Susquehanna Township (Dauphin County),"22,324",51,0,1,31,19,640,85,526,29,1,,,,,,
,Towamencin Township,"17,862",18,3,1,2,12,194,38,146,10,3,,,,,,
,Uniontown,"12,242",67,0,6,30,31,584,120,398,66,0,,,,,,
,Upper Allen Township,"15,860",10,0,2,6,2,191,43,128,20,3,,,,,,
,Upper Chichester Township,"16,873",56,0,3,19,34,546,72,403,71,12,,,,,,
,Upper Darby Township,"81,141",169,4,5,108,52,"1,285",131,916,238,0,,,,,,
,Upper Dublin Township,"26,616",50,0,2,4,44,278,51,207,20,0,,,,,,
,Upper Gwynedd Township,"14,431",26,0,0,4,22,140,31,105,4,3,,,,,,
,Upper Moreland Township,"25,145",22,0,0,8,14,391,54,305,32,6,,,,,,
,Upper Providence Township (Delaware County),"11,020",5,0,0,2,3,51,12,35,4,0,,,,,,
,Upper Providence Township (Montgomery County),"16,754",6,0,1,2,3,193,22,162,9,0,,,,,,
,Upper Saucon Township,"12,597",11,0,1,0,10,121,25,93,3,1,,,,,,
,Upper Southampton Township,"15,817",18,1,0,5,12,210,30,169,11,0,,,,,,
,Upper St. Clair Township,"19,898",2,1,0,1,0,95,10,76,9,0,,,,,,
,Uwchlan Township,"17,803",28,0,5,0,23,251,49,194,8,0,,,,,,
,Warminster Township,"31,385",51,0,12,17,22,534,73,432,29,3,,,,,,
,Warrington Township,"19,942",37,0,1,6,30,233,44,176,13,7,,,,,,
,Warwick Township (Bucks County),"13,497",1,0,0,0,1,91,11,76,4,0,,,,,,
,Warwick Township (Lancaster County),"16,551",5,0,1,1,3,106,26,77,3,0,,,,,,
,Washington Township (Franklin County),"11,713",16,0,3,2,11,202,29,158,15,1,,,,,,
,West Chester,"17,881",117,0,20,48,49,627,126,425,76,9,,,,,,
,West Goshen Township,"20,934",41,0,4,11,26,580,47,501,32,0,,,,,,
,West Hempfield Township,"15,535",9,0,1,4,4,303,43,240,20,0,,,,,,
,West Lampeter Township,"13,675",5,0,1,4,0,169,12,148,9,1,,,,,,
,West Manchester Township,"17,264",40,0,1,15,24,776,61,686,29,6,,,,,,
,West Mifflin,"22,187",22,1,0,8,13,143,21,107,15,0,,,,,,
,West Norriton Township,"14,985",46,0,1,7,38,330,40,278,12,2,,,,,,
,Westtown-East Goshen Township,"30,817",32,0,1,3,28,351,55,274,22,1,,,,,,
,West Whiteland Township,"17,607",24,0,3,8,13,639,41,570,28,0,,,,,,
,Whitehall,"14,271",7,0,0,4,3,63,10,51,2,0,,,,,,
,Whitehall Township,"25,151",52,0,6,26,20,"1,147",101,983,63,6,,,,,,
,Whitpain Township,"18,875",14,0,2,6,6,227,35,179,13,0,,,,,,
,Wilkes-Barre,"42,124",148,2,15,92,39,"2,119",406,"1,579",134,8,,,,,,
,Wilkinsburg,"18,820",209,6,12,81,110,761,228,346,187,11,,,,,,
,Williamsport,"30,158",116,0,11,61,44,"1,418",298,"1,048",72,9,,,,,,
,Willistown Township,"10,130",8,0,2,0,6,114,26,86,2,0,,,,,,
,Yeadon,"11,669",65,0,7,36,22,363,79,189,95,2,,,,,,
,York Area Regional,"45,911",80,1,7,17,55,706,96,561,49,7,,,,,,
RHODE ISLAND,Barrington,"17,087",15,0,7,2,6,264,53,206,5,6,,,,,,
,Bristol,"22,953",30,0,7,7,16,388,56,309,23,9,,,,,,
,Burrillville,"16,377",9,0,1,1,7,193,40,141,12,4,,,,,,
,Central Falls,"19,283",109,0,19,20,70,620,166,351,103,12,,,,,,
,Coventry,"34,873",33,0,4,3,26,438,97,310,31,21,,,,,,
,Cranston,"81,601",159,0,35,43,81,"2,340",436,"1,649",255,16,,,,,,
,Cumberland,"33,303",33,0,7,10,16,561,96,433,32,1,,,,,,
,East Greenwich,"13,427",5,0,1,0,4,149,24,120,5,1,,,,,,
,East Providence,"49,957",88,0,20,28,40,870,174,612,84,9,,,,,,
,Glocester,"10,345",5,0,0,0,5,66,15,47,4,3,,,,,,
,Johnston,"29,198",65,0,9,10,46,912,141,671,100,16,,,,,,
,Lincoln,"22,103",8,0,0,5,3,421,60,329,32,0,,,,,,
,Middletown,"17,503",18,0,1,2,15,384,73,306,5,2,,,,,,
,Narragansett,"16,910",15,0,3,1,11,364,51,305,8,1,,,,,,
,Newport,"26,471",114,1,24,13,76,"1,320",293,953,74,22,,,,,,
,North Kingstown,"27,147",19,0,7,1,11,499,76,400,23,8,,,,,,
,North Providence,"33,438",61,0,5,8,48,553,109,383,61,13,,,,,,
,North Smithfield,"10,985",13,0,3,2,8,223,44,175,4,3,,,,,,
,Pawtucket,"74,479",256,2,37,74,143,"2,526",468,"1,674",384,31,,,,,,
,Portsmouth,"17,565",17,0,4,2,11,262,62,186,14,1,,,,,,
,Providence,"176,960","1,395",18,133,515,729,"11,083","1,682","6,756","2,645",,,,,,,
,Scituate,"10,760",6,0,0,0,6,104,32,66,6,5,,,,,,
,Smithfield,"21,265",6,0,1,0,5,308,41,256,11,10,,,,,,
,South Kingstown,"28,789",24,0,7,5,12,327,69,243,15,4,,,,,,
,Tiverton,"15,598",18,0,3,0,15,288,75,186,27,8,,,,,,
,Warren,"11,556",15,0,4,0,11,212,19,180,13,2,,,,,,
,Warwick,"87,563",129,0,36,27,66,"2,558",341,"2,038",179,36,,,,,,
,Westerly,"23,765",34,0,15,0,19,620,89,510,21,2,,,,,,
,West Warwick,"30,121",77,1,16,12,48,482,87,367,28,11,,,,,,
,Woonsocket,"44,143",183,0,48,29,106,"1,320",307,919,94,24,,,,,,
SOUTH CAROLINA,Aiken,"26,300",75,0,8,29,38,"1,141",146,933,62,2,,,,,,
,Anderson,"25,940",210,2,8,60,140,"1,592",273,"1,211",108,0,,,,,,
,Beaufort,"12,601",159,1,9,44,105,847,161,639,47,3,,,,,,
,Cayce,"12,509",115,1,11,18,85,861,104,677,80,4,,,,,,
,Charleston,"99,756",879,15,33,245,586,"5,022",888,"3,572",562,7,,,,,,
,Clemson,"12,083",22,0,2,2,18,369,70,268,31,1,,,,,,
,Columbia,"118,536","1,342",15,58,461,808,"8,127","1,395","5,907",825,15,,,,,,
,Conway,"12,137",148,1,9,27,111,"1,388",224,"1,081",83,5,,,,,,
,Easley,"18,558",92,4,7,14,67,901,138,725,38,3,,,,,,
,Florence,"30,311",478,6,21,155,296,"3,749",611,"2,892",246,18,,,,,,
,Forest Acres,"10,512",83,1,2,27,53,818,101,670,47,3,,,,,,
,Gaffney,"13,049",122,1,12,25,84,931,157,724,50,3,,,,,,
,Goose Creek,"30,473",95,2,18,15,60,730,139,547,44,7,,,,,,
,Greenville,"56,728",571,2,33,106,430,"4,264",781,"3,192",291,13,,,,,,
,Greenwood,"22,397",397,2,16,46,333,"1,503",320,"1,130",53,5,,,,,,
,Greer,"18,924",105,6,12,27,60,702,107,535,60,5,,,,,,
,Hanahan,"12,968",61,2,8,16,35,531,92,353,86,4,,,,,,
,Irmo,"11,174",68,0,3,12,53,320,44,257,19,1,,,,,,
,Lexington,"10,458",19,0,1,5,13,551,37,491,23,2,,,,,,
,Mauldin,"16,990",65,0,9,8,48,501,71,401,29,2,,,,,,
,Mount Pleasant,"53,613",94,1,6,24,63,"1,395",162,"1,153",80,1,,,,,,
,Myrtle Beach,"24,764",608,4,63,195,346,"4,835",773,"3,547",515,10,,,,,,
,Newberry,"10,790",76,0,4,9,63,544,64,475,5,3,,,,,,
,North Augusta,"18,247",51,1,2,19,29,779,137,589,53,2,,,,,,
,North Charleston,"81,476","1,336",12,96,417,811,"6,754","1,374","4,428",952,49,,,,,,
,North Myrtle Beach,"12,135",68,0,13,18,37,"1,387",234,"1,060",93,6,,,,,,
,Orangeburg,"12,706",129,2,5,62,60,"1,122",285,760,77,2,,,,,,
,Rock Hill,"55,137",818,4,39,135,640,"3,077",623,"2,206",248,18,,,,,,
,Simpsonville,"14,843",63,1,3,2,57,683,91,572,20,2,,,,,,
,Spartanburg,"39,448",821,6,31,185,599,"3,777",754,"2,679",344,21,,,,,,
,Summerville,"30,291",128,2,5,22,99,"1,230",181,969,80,5,,,,,,
,Sumter,"39,765",722,5,26,168,523,"3,014",793,"1,931",290,15,,,,,,
,West Columbia,"13,073",330,1,10,51,268,"1,203",179,945,79,5,,,,,,
SOUTH DAKOTA,Aberdeen,"24,416",38,1,15,0,22,514,106,379,29,4,,,,,,
,Brookings,"18,783",7,0,3,1,3,409,55,336,18,0,,,,,,
,Mitchell,"14,688",15,0,5,0,10,433,76,340,17,4,,,,,,
,Pierre,"14,072",25,0,9,0,16,492,47,428,17,6,,,,,,
,Rapid City,"60,519",242,0,67,35,140,"2,712",409,"2,167",136,6,,,,,,
,Sioux Falls,"131,048",392,3,104,40,245,"4,023",770,"2,997",256,35,,,,,,
,Vermillion,"10,108",15,0,3,1,11,316,57,253,6,2,,,,,,
,Watertown,"20,277",35,0,2,1,32,578,110,430,38,2,,,,,,
,Yankton,"13,497",32,0,14,2,16,348,36,303,9,0,,,,,,
TENNESSEE,Athens,"13,567",190,1,4,23,162,"1,116",207,847,62,5,,,,,,
,Bartlett,"42,190",106,2,6,27,71,"1,347",193,"1,060",94,4,,,,,,
,Brentwood,"27,969",28,0,2,8,18,470,67,390,13,3,,,,,,
,Bristol,"25,080",109,1,11,14,83,"1,285",206,"1,006",73,9,,,,,,
,Brownsville,"10,789",149,1,6,11,131,512,152,335,25,2,,,,,,
,Chattanooga,"156,596","1,973",19,89,464,"1,401","13,087","2,357","9,306","1,424",62,,,,,,
,Clarksville,"106,710",636,2,45,102,487,"5,444","1,058","4,167",219,30,,,,,,
,Cleveland,"37,667",310,3,10,30,267,"2,099",452,"1,518",129,6,,,,,,
,Collierville,"34,430",75,1,6,7,61,617,101,462,54,3,,,,,,
,Columbia,"33,321",325,1,8,69,247,"1,980",448,"1,425",107,10,,,,,,
,Cookeville,"26,100",67,0,8,22,37,"1,196",211,893,92,1,,,,,,
,Dickson,"12,420",75,0,7,17,51,778,117,609,52,2,,,,,,
,Dyersburg,"17,360",166,1,14,18,133,"1,183",205,919,59,7,,,,,,
,East Ridge,"20,370",120,1,7,22,90,"1,233",230,912,91,7,,,,,,
,Elizabethton,"13,233",56,0,2,6,48,827,125,635,67,9,,,,,,
,Franklin,"45,521",78,0,10,13,55,945,92,802,51,3,,,,,,
,Gallatin,"24,833",156,1,10,20,125,"1,265",156,"1,035",74,8,,,,,,
,Germantown,"37,937",41,1,4,13,23,967,186,729,52,3,,,,,,
,Goodlettsville,"14,204",83,0,6,25,52,818,111,621,86,4,,,,,,
,Greeneville,"15,284",61,2,9,11,39,910,127,722,61,3,,,,,,
,Hendersonville,"42,540",122,0,0,7,115,955,157,746,52,6,,,,,,
,Jackson,"61,100",691,2,35,198,456,"4,329",980,"2,964",385,13,,,,,,
,Johnson City,"57,202",395,1,11,86,297,"3,811",546,"3,033",232,11,,,,,,
,Kingsport,"44,702",387,2,40,63,282,"3,015",477,"2,377",161,20,,,,,,
,Knoxville,"174,993","1,692",18,81,443,"1,150","11,081","2,432","7,231","1,418",137,,,,,,
,La Vergne,"21,671",159,1,12,8,138,603,150,386,67,6,,,,,,
,Lawrenceburg,"10,884",163,3,4,4,152,788,153,595,40,9,,,,,,
,Lebanon,"21,013",163,3,11,17,132,"1,267",209,965,93,2,,,,,,
,Lewisburg,"10,827",47,2,2,11,32,434,101,314,19,0,,,,,,
,Martin,"10,277",43,0,4,9,30,272,47,217,8,1,,,,,,
,Maryville,"24,291",79,2,20,16,41,681,122,514,45,5,,,,,,
,McMinnville,"13,040",63,2,6,10,45,769,151,562,56,3,,,,,,
,Memphis,"653,858","10,297",126,438,"4,297","5,436","55,475","16,900","30,049","8,526",287,,,,,,
,Millington,"10,462",84,0,5,17,62,588,108,437,43,3,,,,,,
,Morristown,"25,330",181,1,16,28,136,"1,874",206,"1,511",157,5,,,,,,
,Mount Juliet,"15,584",44,3,2,4,35,553,69,462,22,3,,,,,,
,Murfreesboro,"75,468",459,2,27,77,353,"3,232",475,"2,482",275,11,,,,,,
,Nashville,"554,888","8,331",74,335,"2,197","5,725","38,648","7,369","26,630","4,649",127,,,,,,
,Oak Ridge,"27,437",163,1,18,41,103,"1,672",337,"1,211",124,4,,,,,,
,Red Bank,"12,239",66,0,6,10,50,483,135,316,32,2,,,,,,
,Sevierville,"13,541",63,1,5,14,43,"1,031",168,771,92,1,,,,,,
,Shelbyville,"17,316",104,0,5,21,78,584,153,384,47,7,,,,,,
,Smyrna,"29,047",147,0,14,20,113,"1,151",204,872,75,12,,,,,,
,Soddy-Daisy,"11,972",51,0,4,3,44,321,67,236,18,1,,,,,,
,Springfield,"15,097",171,2,12,30,127,723,76,591,56,3,,,,,,
,Spring Hill,"10,362",19,1,1,1,16,126,22,100,4,3,,,,,,
,Tullahoma,"18,444",66,1,2,11,52,"1,014",208,766,40,2,,,,,,
,Union City,"10,853",71,2,2,14,53,841,122,690,29,5,,,,,,
TEXAS,Abilene,"117,016",517,6,71,129,311,"6,107","1,814","3,991",302,27,,,,,,
,Addison,"14,336",81,2,5,20,54,"1,009",152,740,117,4,,,,,,
,Alamo,"15,759",41,1,0,13,27,973,86,818,69,7,,,,,,
,Alice,"19,401",334,0,8,7,319,"1,810",300,"1,441",69,22,,,,,,
,Allen,"58,106",60,3,7,12,38,"1,377",338,983,56,4,,,,,,
,Alvin,"22,367",50,0,2,12,36,947,180,722,45,3,,,,,,
,Amarillo,"179,762","1,501",17,97,378,"1,009","11,604","2,203","8,501",900,62,,,,,,
,Angleton,"18,826",57,1,5,10,41,484,114,334,36,0,,,,,,
,Arlington,"355,385","1,863",9,167,598,"1,089","19,921","3,606","14,656","1,659",42,,,,,,
,Athens,"11,898",97,1,0,14,82,616,156,423,37,0,,,,,,
,Austin,"682,319","3,153",27,226,"1,251","1,649","42,270","7,240","32,259","2,771",140,,,,,,
,Azle,"10,123",32,0,4,4,24,357,65,274,18,1,,,,,,
,Balch Springs,"19,783",128,2,13,37,76,"1,325",314,841,170,1,,,,,,
,Bay City,"18,737",136,0,1,44,91,"1,164",243,899,22,1,,,,,,
,Baytown,"68,407",264,5,31,75,153,"2,925",590,"2,103",232,15,,,,,,
,Beaumont,"114,626","1,051",6,85,331,629,"8,829","1,726","6,613",490,59,,,,,,
,Bedford,"49,130",139,0,28,39,72,"1,950",325,"1,443",182,11,,,,,,
,Beeville,"13,164",52,0,6,3,43,393,100,279,14,0,,,,,,
,Bellaire,"16,999",39,1,4,26,8,399,133,247,19,0,,,,,,
,Belton,"14,848",27,1,0,10,16,522,143,346,33,3,,,,,,
,Benbrook,"20,973",31,0,3,12,16,506,128,333,45,2,,,,,,
,Big Spring,"25,184",85,1,19,20,45,"1,125",391,693,41,1,,,,,,
,Bonham,"10,201",50,1,5,2,42,417,90,302,25,1,,,,,,
,Borger,"13,922",57,1,10,2,44,746,107,604,35,2,,,,,,
,Brenham,"13,779",80,3,10,7,60,589,136,418,35,0,,,,,,
,Brownsville,"152,764",757,8,42,164,543,"9,590","1,024","8,121",445,21,,,,,,
,Brownwood,"19,390",121,0,23,14,84,"1,434",309,"1,001",124,1,,,,,,
,Bryan,"67,706",611,2,81,85,443,"4,110",971,"2,963",176,21,,,,,,
,Burkburnett,"10,946",7,0,0,1,6,204,80,122,2,5,,,,,,
,Burleson,"24,195",47,0,7,10,30,"1,203",172,964,67,6,,,,,,
,Canyon,"13,182",16,0,2,4,10,146,20,117,9,2,,,,,,
,Carrollton,"116,897",238,2,15,77,144,"4,039",808,"2,742",489,51,,,,,,
,Cedar Hill,"37,848",118,0,8,30,80,"1,265",360,810,95,2,,,,,,
